Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ),SoilM(%)
4843,20100614:0000,185,19.6,372,2.1,5.2,13.5,-3.2,-5.4,6.9,3.1,3.5,-,-,-,1006.1,1001.5,-,5.56,-
4843,20100615:0000,178,14.9,376,2.8,6.2,10.6,1.8,-0.2,8.5,5.5,5.5,-,-,-,1020.1,1015.5,-,5.46,-
4843,20100616:0000,43,4.6,121,0.1,5.4,12.3,-1.6,-3.0,7.2,3.6,4.3,-,-,-,1026.9,1022.2,-,7.62,-
4843,20100617:0000,64,8.8,237,0.1,4.2,10.9,-2.6,-4.4,8.1,3.8,4.1,-,-,-,1027.6,1022.9,-,6.52,-
4843,20100618:0000,18,10.3,246,0.2,5.4,13.3,-2.6,-5.1,7.4,4.1,4.4,-,-,-,1019.8,1015.2,-,4.36,-
4843,20100619:0000,35,11.8,312,0.0,15.2,20.2,10.2,7.3,10.9,9.2,8.1,-,-,-,1014.3,1009.8,-,4.93,-
4843,20100620:0000,221,8.8,217,2.2,8.9,11.6,6.1,4.8,11.4,8.8,8.5,-,-,-,1006.0,1001.5,0.0,2.11,-
4843,20100621:0000,182,14.9,238,2.9,5.5,11.5,-0.5,-2.7,8.2,6.2,6.9,-,-,-,1011.4,1006.8,-,5.45,-
4843,20100622:0000,209,17.5,233,0.2,4.5,12.1,-3.2,-5.1,7.2,3.8,4.5,-,-,-,1018.1,1013.4,-,7.64,-
4843,20100623:0000,202,10.8,447,9.2,4.5,7.0,1.9,1.8,8.4,4.9,5.2,-,-,-,1026.5,1021.8,0.0,1.36,-
4843,20100624:0000,219,10.3,305,0.6,6.7,9.0,4.3,2.3,9.8,6.6,6.6,-,-,-,1036.5,1031.8,-,1.74,-
4843,20100625:0000,104,6.7,156,0.0,6.7,10.2,3.1,1.5,9.0,6.4,6.5,-,-,-,1033.1,1028.4,-,3.84,-
4843,20100626:0000,233,12.4,457,1.8,5.6,7.3,3.8,3.6,9.2,6.3,6.5,-,-,-,1021.9,1017.3,0.0,2.72,-
4843,20100627:0000,234,12.9,580,0.9,7.4,8.7,6.0,5.7,9.9,7.2,7.2,-,-,-,1011.4,1006.8,0.0,3.44,-
4843,20100628:0000,246,6.7,220,0.1,7.2,9.8,4.5,3.3,9.8,7.6,7.6,-,-,-,1009.0,1004.4,-,6.30,-
4843,20100629:0000,204,4.6,181,0.0,7.9,9.4,6.4,6.1,9.9,7.8,7.9,-,-,-,1007.5,1003.0,-,3.40,-
4843,20100630:0000,229,7.7,245,0.0,5.4,10.2,0.6,-1.6,8.0,6.1,6.9,-,-,-,1012.5,1007.9,-,5.37,-
4843,20100701:0000,58,3.6,110,0.0,5.1,13.0,-2.8,-5.1,6.9,3.5,4.4,-,-,-,1013.0,1008.3,-,7.81,-
4843,20100702:0000,42,7.2,185,0.1,4.9,11.7,-2.0,-4.0,7.6,3.4,4.1,-,-,-,1017.9,1013.3,-,7.62,-
4843,20100703:0000,129,3.6,96,0.1,5.5,14.0,-3.0,-4.9,6.9,3.0,3.7,-,-,-,1015.1,1010.4,-,7.87,-
4843,20100704:0000,78,6.7,117,0.1,5.2,13.8,-3.5,-5.3,6.9,3.0,3.4,-,-,-,1016.3,1011.6,-,7.91,-
4843,20100705:0000,63,8.2,244,0.1,5.3,10.9,-0.3,-2.8,8.6,5.0,4.9,-,-,-,1017.8,1013.1,-,6.42,-
4843,20100706:0000,67,5.1,141,0.0,4.4,8.8,-0.1,-1.9,8.1,5.2,5.5,-,-,-,1021.5,1016.8,-,4.29,-
4843,20100707:0000,199,5.7,169,0.0,5.1,9.1,1.1,-1.1,8.0,5.1,5.3,-,-,-,1015.9,1011.3,-,6.27,-
4843,20100708:0000,226,15.4,485,4.3,4.8,9.1,0.4,-3.0,7.6,4.7,4.9,-,-,-,1013.8,1009.2,-,3.03,-
4843,20100709:0000,197,16.5,505,3.3,5.2,6.9,3.5,2.0,7.9,4.9,5.2,-,-,-,1025.0,1020.3,-,4.21,-
4843,20100710:0000,273,5.7,141,0.0,3.6,9.4,-2.3,-4.9,6.4,3.5,4.1,-,-,-,1030.7,1026.0,-,8.17,-
4843,20100711:0000,26,3.6,75,0.1,1.7,8.7,-5.4,-6.2,5.8,1.7,2.6,-,-,-,1032.8,1028.0,-,8.32,-
4843,20100712:0000,66,12.9,329,0.1,2.5,9.3,-4.3,-6.0,6.8,2.2,2.7,-,-,-,1027.7,1022.9,-,8.32,-
4843,20100713:0000,335,2.6,77,0.0,4.1,11.3,-3.1,-5.5,7.0,3.0,3.2,-,-,-,1023.2,1018.5,-,6.41,-
4843,20100714:0000,63,7.2,215,0.0,4.4,11.2,-2.4,-4.7,7.6,3.5,3.7,-,-,-,1024.9,1020.2,-,8.34,-
4843,20100715:0000,49,15.4,504,0.1,6.1,11.3,0.9,-0.9,8.7,4.8,4.5,-,-,-,1015.8,1011.2,-,7.74,-
4843,20100716:0000,237,5.1,186,0.7,5.4,8.1,2.6,1.3,8.4,5.6,5.5,-,-,-,1011.2,1006.6,0.0,3.21,-
4843,20100717:0000,241,6.7,184,0.0,5.6,9.0,2.1,0.3,9.3,6.3,6.3,-,-,-,1012.2,1007.5,0.0,2.57,-
4843,20100718:0000,54,9.3,228,0.1,5.2,10.8,-0.4,-2.2,8.3,5.5,5.5,-,-,-,1015.9,1011.3,-,5.77,-
4843,20100719:0000,39,7.7,207,0.0,5.6,11.2,-0.1,-1.9,8.6,5.7,6.0,-,-,-,1015.5,1010.8,-,6.75,-
4843,20100720:0000,206,10.8,254,0.9,7.5,12.8,2.1,-0.2,9.3,5.8,5.7,-,-,-,1015.5,1010.9,-,3.93,-
4843,20100721:0000,61,8.2,254,3.8,7.7,9.9,5.5,4.1,9.8,7.4,7.1,-,-,-,1023.8,1019.2,-,6.11,-
4843,20100722:0000,236,9.3,342,12.5,8.1,9.2,7.0,7.1,10.9,8.1,7.8,-,-,-,1015.2,1010.6,0.0,1.63,-
4843,20100723:0000,197,9.3,327,8.6,8.2,9.5,6.9,6.2,10.8,8.2,8.1,-,-,-,1019.1,1014.5,0.0,1.98,-
4843,20100724:0000,60,8.8,260,0.0,6.6,9.7,3.4,0.8,8.6,6.6,7.0,-,-,-,1018.4,1013.8,-,5.35,-
4843,20100725:0000,63,6.2,162,0.3,7.9,11.0,4.8,2.9,9.1,7.2,7.1,-,-,-,1018.9,1014.3,-,5.48,-
4843,20100726:0000,78,5.7,189,0.1,7.6,14.3,0.8,-3.5,8.2,5.8,6.3,-,-,-,1013.4,1008.8,-,9.00,-
4843,20100727:0000,215,14.9,274,0.0,4.7,10.4,-1.1,-4.0,7.7,4.3,5.1,-,-,-,1010.0,1005.4,-,4.15,-
4843,20100728:0000,289,4.1,82,0.0,5.0,13.6,-3.6,-5.5,6.0,3.3,3.9,-,-,-,1018.1,1013.4,-,9.86,-
4843,20100729:0000,184,4.1,105,0.1,4.9,11.9,-2.2,-4.3,6.8,3.4,4.1,-,-,-,1026.0,1021.3,-,6.34,-
4843,20100730:0000,70,7.7,210,0.1,3.6,10.6,-3.5,-6.0,7.0,3.1,3.7,-,-,-,1030.4,1025.7,-,10.11,-
4843,20100731:0000,14,8.8,223,0.1,5.6,13.7,-2.6,-5.4,8.0,4.5,4.5,-,-,-,1023.0,1018.4,-,4.08,-
4843,20100801:0000,29,16.5,644,0.0,14.9,19.1,10.7,5.7,8.7,9.0,8.0,-,-,-,1005.0,1000.5,-,5.47,-
4843,20100802:0000,314,14.9,459,0.3,12.1,16.5,7.7,6.8,9.5,8.9,8.6,-,-,-,1012.2,1007.7,0.0,5.51,-
4843,20100803:0000,45,8.8,288,0.0,7.9,9.7,6.1,5.4,9.7,7.8,7.9,-,-,-,1018.5,1013.9,0.0,3.63,-
4843,20100804:0000,231,10.3,316,0.0,8.5,10.1,6.9,5.9,10.1,7.9,8.0,-,-,-,1009.1,1004.5,0.0,4.00,-
4843,20100805:0000,222,12.4,355,0.0,6.7,11.8,1.5,-2.0,8.3,7.1,7.6,-,-,-,1012.2,1007.6,-,8.80,-
4843,20100806:0000,74,8.8,189,0.0,4.7,11.1,-1.7,-4.2,8.2,5.1,5.9,-,-,-,1012.1,1007.5,-,5.84,-
4843,20100807:0000,198,7.7,152,0.6,7.5,12.8,2.1,-0.4,9.5,7.2,7.3,-,-,-,1004.7,1000.2,-,4.51,-
4843,20100808:0000,192,17.5,723,18.6,6.2,8.5,3.9,3.5,9.4,6.5,7.2,-,-,-,1005.9,1001.3,0.0,1.04,-
4843,20100809:0000,220,15.4,619,3.0,4.7,7.8,1.6,-0.3,6.9,4.3,5.3,-,-,-,1015.4,1010.8,-,6.28,-
4843,20100810:0000,280,5.7,100,0.0,4.9,12.5,-2.8,-5.6,5.9,4.1,4.8,-,-,-,1025.4,1020.7,-,11.92,-
4843,20100811:0000,44,8.8,196,0.0,4.9,13.5,-3.7,-5.4,6.4,3.9,4.6,-,-,-,1025.7,1021.0,-,12.08,-
4843,20100812:0000,323,10.8,218,0.0,5.9,13.2,-1.5,-4.5,7.2,4.4,4.8,-,-,-,1013.7,1009.1,0.0,3.79,-
4843,20100813:0000,99,11.3,362,0.9,12.3,17.1,7.4,5.5,10.9,8.9,8.2,-,-,-,1002.9,998.5,-,4.04,-
4843,20100814:0000,226,9.3,335,0.0,10.0,12.3,7.6,7.6,11.2,9.2,8.9,-,-,-,1011.8,1007.2,-,6.24,-
4843,20100815:0000,61,8.8,317,0.5,8.3,9.5,7.0,6.0,10.3,8.3,8.6,-,-,-,1017.6,1013.0,0.0,4.34,-
4843,20100816:0000,49,9.3,449,0.0,7.1,8.8,5.4,4.1,9.9,7.7,8.0,-,-,-,1008.6,1004.0,-,4.87,-
4843,20100817:0000,50,7.2,190,0.7,8.9,12.1,5.6,3.3,10.4,8.6,8.7,-,-,-,995.1,990.6,-,7.07,-
4843,20100818:0000,210,13.4,454,13.8,8.4,10.7,6.0,5.8,10.6,8.2,8.5,-,-,-,998.1,993.6,0.0,2.78,-
4843,20100819:0000,210,13.9,520,0.2,7.4,9.0,5.7,4.7,9.4,7.8,8.2,-,-,-,1009.0,1004.4,-,5.66,-
4843,20100820:0000,228,6.2,168,0.0,5.7,8.0,3.4,0.1,7.8,6.8,7.4,-,-,-,1009.4,1004.8,0.0,5.38,-
4843,20100821:0000,61,8.8,262,0.0,6.6,7.8,5.4,4.8,8.0,6.6,7.2,-,-,-,1006.9,1002.3,0.0,4.14,-
4843,20100822:0000,55,8.8,192,0.0,7.3,12.3,2.2,-0.1,9.2,7.5,7.6,-,-,-,1005.9,1001.4,-,10.44,-
4843,20100823:0000,213,11.3,267,3.0,6.7,11.4,2.0,0.3,9.3,7.1,7.4,-,-,-,1010.1,1005.5,-,5.82,-
4843,20100824:0000,71,6.2,185,0.0,9.4,14.1,4.6,0.7,8.9,8.5,8.2,-,-,-,1015.5,1010.9,-,11.82,-
4843,20100825:0000,61,14.9,425,0.1,6.0,12.2,-0.3,-2.9,9.2,7.4,7.5,-,-,-,1012.0,1007.4,-,11.68,-
4843,20100826:0000,51,17.5,492,0.0,12.5,18.9,6.1,2.5,9.9,9.7,9.2,-,-,-,1000.0,995.6,-,11.99,-
4843,20100827:0000,74,7.7,243,0.0,8.7,16.5,0.8,-2.1,8.2,8.3,8.2,-,-,-,1004.9,1000.4,-,12.38,-
4843,20100828:0000,85,5.7,204,0.0,11.3,16.5,6.0,2.7,9.8,9.2,9.1,-,-,-,1001.4,997.0,-,6.88,-
4843,20100829:0000,219,12.9,442,5.6,6.9,10.5,3.3,0.2,10.3,8.2,8.4,-,-,-,1004.0,999.5,-,5.79,-
4843,20100830:0000,177,11.3,384,6.7,9.8,12.1,7.5,6.8,10.8,9.2,9.1,-,-,-,1009.0,1004.4,-,7.63,-
4843,20100831:0000,104,9.3,275,0.3,7.5,12.3,2.6,-0.7,9.2,8.6,8.8,-,-,-,1018.3,1013.7,-,12.66,-
4843,20100901:0000,59,11.8,319,0.1,5.6,12.2,-1.1,-3.5,8.5,7.0,7.3,-,-,-,1016.1,1011.4,-,15.47,-
4843,20100902:0000,1,12.4,407,0.0,10.0,16.3,3.6,0.1,8.4,8.2,8.3,-,-,-,996.7,992.2,-,8.67,-
4843,20100903:0000,214,19.0,336,3.6,5.6,12.6,-1.5,-4.0,7.3,5.1,6.0,-,-,-,998.7,994.1,-,5.94,-
4843,20100904:0000,266,6.7,233,0.0,8.2,15.1,1.3,-2.1,6.0,6.3,6.2,-,-,-,1015.7,1011.0,-,16.51,-
4843,20100905:0000,293,19.6,435,0.1,9.8,18.3,1.3,-1.0,8.0,7.0,6.8,-,-,-,1008.2,1003.7,-,4.01,-
4843,20100906:0000,285,18.5,619,0.6,14.7,21.0,8.3,8.1,10.4,11.5,10.2,-,-,-,1002.2,997.8,-,15.72,-
4843,20100907:0000,68,7.7,290,1.0,10.3,12.5,8.1,7.9,11.3,10.3,10.0,-,-,-,1015.7,1011.1,-,8.09,-
4843,20100908:0000,82,6.7,269,1.8,10.0,11.3,8.6,8.1,11.1,10.0,10.0,-,-,-,1027.4,1022.8,-,6.35,-
4843,20100909:0000,65,8.8,360,1.4,9.3,10.8,7.8,6.4,10.6,9.8,9.8,-,-,-,1024.7,1020.1,-,8.84,-
4843,20100910:0000,216,7.2,255,2.0,10.0,14.2,5.8,2.8,11.1,10.9,10.6,-,-,-,1012.2,1007.7,-,13.34,-
4843,20100911:0000,20,9.3,332,0.3,11.8,19.0,4.5,1.5,10.3,10.2,10.1,-,-,-,1009.3,1004.8,-,10.93,-
4843,20100912:0000,195,9.8,313,5.0,12.2,16.5,7.9,6.8,12.0,11.4,10.9,-,-,-,1003.5,999.0,-,9.78,-
4843,20100913:0000,59,9.8,330,2.5,13.0,16.5,9.5,9.0,12.1,11.7,11.3,-,-,-,1005.3,1000.8,-,11.58,-
4843,20100914:0000,319,18.0,412,3.0,12.4,18.8,5.9,3.9,9.0,10.8,10.9,-,-,-,998.8,994.4,-,13.85,-
4843,20100915:0000,56,12.4,287,0.5,7.5,12.3,2.7,-1.2,8.2,9.9,10.0,-,-,-,1006.7,1002.1,-,18.68,-
4843,20100916:0000,328,13.9,369,0.1,8.5,15.7,1.3,-2.6,7.5,7.2,8.0,-,-,-,992.0,987.6,-,5.23,-
4843,20100917:0000,304,16.0,495,1.1,8.8,12.5,5.0,1.4,7.7,8.1,8.6,-,-,-,981.0,976.5,-,13.24,-
4843,20100918:0000,289,16.5,456,0.0,7.4,15.5,-0.8,-4.8,6.7,7.6,7.8,-,-,-,982.8,978.4,-,17.40,-
4843,20100919:0000,288,12.4,251,0.2,6.2,14.2,-1.8,-5.3,5.7,8.0,8.1,-,-,-,995.1,990.6,-,17.79,-
4843,20100920:0000,278,15.4,365,0.0,7.9,15.5,0.2,-3.4,7.0,7.9,8.1,-,-,-,988.8,984.3,-,15.16,-
4843,20100921:0000,224,14.9,393,0.5,8.5,14.2,2.8,-1.3,5.8,7.3,7.7,-,-,-,990.0,985.5,-,11.07,-
4843,20100922:0000,300,19.6,448,1.4,7.7,14.8,0.5,-2.6,5.6,8.0,7.8,-,-,-,993.3,988.8,-,18.89,-
4843,20100923:0000,209,17.0,394,0.0,6.9,13.2,0.5,-3.1,5.5,7.2,7.6,-,-,-,998.5,993.9,-,21.35,-
4843,20100924:0000,299,24.2,418,0.0,9.4,18.6,0.2,-4.8,6.9,7.9,7.7,-,-,-,997.0,992.5,-,16.22,-
4843,20100925:0000,296,16.0,503,0.0,11.8,19.0,4.5,0.3,6.8,10.4,9.5,-,-,-,1004.1,999.6,-,20.71,-
4843,20100926:0000,312,22.1,572,0.0,15.2,22.2,8.1,3.5,8.1,13.1,11.6,-,-,-,1005.7,1001.3,-,21.44,-
4843,20100927:0000,71,9.8,262,0.0,10.8,20.2,1.4,-1.8,8.7,11.7,11.0,-,-,-,1016.0,1011.5,-,21.38,-
4843,20100928:0000,296,14.4,330,0.1,10.4,19.9,0.8,-2.7,9.3,10.7,10.5,-,-,-,1009.8,1005.3,-,11.77,-
4843,20100929:0000,195,11.3,359,0.1,16.6,23.6,9.5,6.1,11.1,13.1,12.2,-,-,-,1008.6,1004.2,-,11.36,-
4843,20100930:0000,189,13.4,253,0.0,13.3,19.6,7.0,5.5,10.5,12.5,12.0,-,-,-,1005.2,1000.8,-,15.20,-
4843,20101001:0000,85,12.4,338,0.0,10.9,17.1,4.6,-0.5,7.4,12.6,12.0,-,-,-,1013.1,1009.0,-,22.70,-
4843,20101002:0000,294,12.4,333,0.0,8.8,15.0,2.5,-2.2,8.7,11.8,11.5,-,-,-,1025.2,1020.6,-,22.19,-
4843,20101003:0000,47,9.8,315,0.0,8.3,15.8,0.8,-2.4,8.9,11.7,11.5,-,-,-,1032.7,1028.0,-,22.52,-
4843,20101004:0000,189,9.8,280,0.1,8.6,15.2,2.0,-1.7,9.4,11.2,11.2,-,-,-,1034.2,1029.6,-,18.85,-
4843,20101005:0000,76,13.9,510,0.2,9.2,15.4,3.0,-2.2,10.0,11.6,11.3,-,-,-,1031.6,1026.9,-,23.08,-
4843,20101006:0000,74,8.2,228,0.1,14.7,22.6,6.7,2.0,9.9,15.6,14.1,-,-,-,1021.9,1017.4,-,23.79,-
4843,20101007:0000,221,8.8,265,0.0,9.8,15.7,3.8,-0.4,10.1,12.7,12.8,-,-,-,1022.7,1018.1,-,13.11,-
4843,20101008:0000,65,11.3,453,0.1,12.1,15.1,9.0,5.9,11.2,13.8,13.4,-,-,-,1008.6,1004.1,-,15.62,-
4843,20101009:0000,199,12.4,295,3.3,9.4,13.3,5.4,0.3,9.4,10.5,11.3,-,-,-,1006.0,1001.4,-,9.56,-
4843,20101010:0000,190,17.5,434,6.8,10.2,17.1,3.3,0.0,8.4,8.6,9.5,-,-,-,1015.2,1010.6,-,10.07,-
4843,20101011:0000,192,21.1,561,3.5,6.6,11.5,1.7,-1.5,7.9,7.7,8.6,-,-,-,1032.7,1028.0,-,12.60,-
4843,20101012:0000,71,8.8,221,0.0,8.5,18.8,-1.8,-5.5,7.2,10.0,9.8,-,-,-,1033.6,1028.9,-,25.65,-
4843,20101013:0000,85,11.8,410,0.0,8.0,15.2,0.7,-2.1,9.3,11.0,10.7,-,-,-,1024.9,1020.3,-,25.69,-
4843,20101014:0000,57,13.4,483,0.0,9.0,14.0,4.0,1.5,10.4,12.0,11.7,-,-,-,1018.8,1014.3,-,21.64,-
4843,20101015:0000,42,7.7,262,0.0,13.0,17.9,8.0,8.3,11.9,14.2,13.4,-,-,-,1013.1,1008.6,-,19.49,-
4843,20101016:0000,61,10.8,409,0.0,12.6,16.7,8.5,3.5,12.1,13.5,13.5,-,-,-,1001.8,997.3,-,18.39,-
4843,20101017:0000,315,19.6,615,0.1,16.3,24.4,8.1,3.1,9.9,15.6,14.5,-,-,-,986.5,982.2,-,21.51,-
4843,20101018:0000,183,12.4,359,0.1,8.7,13.4,3.9,-0.3,8.2,12.5,12.9,-,-,-,996.3,991.8,-,20.63,-
4843,20101019:0000,177,20.1,385,0.4,10.0,20.6,-0.7,-4.4,7.8,12.0,12.1,-,-,-,1002.0,997.5,-,19.78,-
4843,20101020:0000,196,9.8,274,0.3,8.9,14.6,3.2,0.3,7.3,11.9,12.0,-,-,-,1005.8,1001.3,-,22.29,-
4843,20101021:0000,186,15.4,490,1.8,12.0,15.9,8.0,4.1,8.8,12.6,12.6,-,-,-,1003.0,998.5,-,20.72,-
4843,20101022:0000,199,14.9,417,0.0,9.8,15.7,3.9,0.3,8.4,13.6,13.1,-,-,-,1018.1,1013.5,-,26.70,-
4843,20101023:0000,38,9.8,300,0.0,10.5,17.3,3.6,1.6,10.0,14.5,14.1,-,-,-,1023.1,1018.5,-,23.85,-
4843,20101024:0000,68,10.3,402,0.0,15.4,20.0,10.7,9.6,11.1,15.0,14.7,-,-,-,1020.1,1015.5,-,12.04,-
4843,20101025:0000,206,10.3,282,0.0,14.9,20.9,8.9,6.8,10.0,16.5,15.5,-,-,-,1025.3,1020.8,-,22.31,-
4843,20101026:0000,72,12.4,435,0.0,12.1,15.5,8.6,5.5,10.9,16.5,16.1,-,-,-,1031.0,1026.4,-,24.69,-
4843,20101027:0000,59,11.3,511,0.0,13.1,16.6,9.6,6.7,12.5,16.4,16.1,-,-,-,1022.1,1017.6,-,21.49,-
4843,20101028:0000,312,10.8,188,0.0,14.4,24.4,4.4,1.1,10.8,18.1,17.0,-,-,-,1020.0,1015.5,-,23.77,-
4843,20101029:0000,204,14.4,467,0.0,11.8,13.6,9.9,9.4,10.6,14.3,15.2,-,-,-,1037.0,1032.3,0.0,6.63,-
4843,20101030:0000,61,12.4,542,0.0,10.1,14.3,5.9,2.7,8.9,14.9,15.0,-,-,-,1041.7,1037.0,-,24.03,-
4843,20101031:0000,46,12.4,484,0.0,8.4,14.6,2.2,-2.4,8.4,14.7,14.9,-,-,-,1037.5,1032.9,-,27.87,-
4843,20101101:0000,63,14.4,595,0.0,9.6,16.1,3.1,-0.8,9.2,15.0,15.1,-,-,-,1032.5,1027.8,-,29.56,-
4843,20101102:0000,80,16.0,727,0.0,12.8,16.7,8.8,7.3,11.1,16.5,16.0,-,-,-,1025.3,1021.0,-,29.96,-
4843,20101103:0000,83,10.8,376,0.0,14.2,21.0,7.3,2.5,11.9,18.4,17.6,-,-,-,1016.4,1011.8,-,30.36,-
4843,20101104:0000,332,11.8,318,0.0,13.2,24.7,1.7,-1.6,9.7,18.2,17.6,-,-,-,1006.5,1002.1,-,25.53,-
4843,20101105:0000,206,17.0,590,26.7,11.2,16.3,6.0,5.6,9.2,12.4,13.6,-,-,-,1008.1,1003.6,-,6.56,-
4843,20101106:0000,199,13.9,478,3.7,8.3,12.7,3.8,1.3,8.8,10.9,11.6,-,-,-,1019.5,1014.9,-,20.83,-
4843,20101107:0000,171,8.8,220,0.0,8.8,16.3,1.2,-1.3,9.3,14.1,13.6,-,-,-,1022.7,1018.1,-,30.99,-
4843,20101108:0000,61,11.3,423,0.0,12.4,14.9,9.8,8.6,10.6,14.6,14.8,-,-,-,1028.6,1024.0,-,24.59,-
4843,20101109:0000,59,13.4,644,0.0,13.0,16.9,9.0,6.9,11.5,14.6,14.6,-,-,-,1029.4,1024.9,-,31.44,-
4843,20101110:0000,56,7.2,230,0.1,14.6,22.0,7.1,5.3,13.0,17.4,16.6,-,-,-,1023.7,1019.2,-,30.81,-
4843,20101111:0000,48,9.3,269,0.1,16.5,25.8,7.2,4.8,12.4,18.4,17.8,-,-,-,1015.7,1011.2,-,30.36,-
4843,20101112:0000,70,9.3,202,0.0,17.3,26.1,8.5,6.2,12.8,19.8,19.0,-,-,-,1013.3,1008.8,-,30.76,-
4843,20101113:0000,63,9.8,277,0.0,16.4,23.0,9.7,7.1,13.6,19.7,19.3,-,-,-,1015.6,1011.2,-,29.64,-
4843,20101114:0000,292,17.5,434,0.0,17.2,23.1,11.2,10.5,11.4,16.3,17.1,-,-,-,1013.8,1009.3,0.0,7.73,-
4843,20101115:0000,55,13.4,421,0.4,12.9,16.3,9.4,8.9,10.7,16.1,16.4,-,-,-,1018.0,1013.5,-,20.85,-
4843,20101116:0000,213,12.9,388,0.0,20.2,29.2,11.1,9.6,12.7,20.2,19.1,-,-,-,1010.1,1005.7,-,28.76,-
4843,20101117:0000,64,8.2,288,0.0,13.2,15.5,10.8,9.6,13.0,16.8,17.6,-,-,-,1017.4,1012.9,-,10.10,-
4843,20101118:0000,71,8.8,302,0.0,17.4,22.7,12.0,11.9,14.6,20.7,19.7,-,-,-,1013.9,1009.4,-,28.26,-
4843,20101119:0000,87,7.7,167,0.0,19.3,27.9,10.6,8.9,13.7,21.9,21.1,-,-,-,1012.9,1008.5,-,23.80,-
4843,20101120:0000,225,9.3,383,1.0,13.8,16.2,11.3,11.2,14.4,17.2,18.2,-,-,-,1012.6,1008.1,0.0,9.55,-
4843,20101121:0000,186,16.0,389,5.3,13.8,19.4,8.1,8.1,11.5,17.5,17.3,-,-,-,1012.0,1007.5,-,28.54,-
4843,20101122:0000,184,9.3,334,0.7,11.8,16.3,7.2,6.4,9.0,15.5,16.1,-,-,-,1020.7,1016.1,-,26.45,-
4843,20101123:0000,158,9.8,243,0.0,12.4,18.3,6.5,3.1,9.6,16.4,16.5,-,-,-,1026.6,1022.1,-,26.92,-
4843,20101124:0000,66,9.8,416,0.0,11.9,18.5,5.3,2.5,11.6,16.9,17.0,-,-,-,1024.7,1020.1,-,33.56,-
4843,20101125:0000,83,7.2,235,0.0,17.4,24.1,10.7,6.8,13.9,18.5,18.3,-,-,-,1018.6,1014.1,-,20.60,-
4843,20101126:0000,60,8.2,250,0.0,18.4,24.9,11.8,7.7,13.3,20.5,19.7,-,-,-,1018.6,1014.2,-,30.64,-
4843,20101127:0000,59,7.7,283,0.0,18.9,25.0,12.8,10.5,16.2,22.0,21.3,-,-,-,1019.4,1014.9,-,31.29,-
4843,20101128:0000,57,12.4,408,0.0,18.5,22.1,14.8,14.6,16.2,21.6,21.5,-,-,-,1020.3,1015.8,-,27.35,-
4843,20101129:0000,63,11.8,440,0.0,18.3,23.0,13.6,10.7,15.8,22.1,21.8,-,-,-,1016.4,1011.9,-,32.49,-
4843,20101130:0000,202,11.3,457,0.3,15.3,20.6,10.0,8.0,14.9,20.5,20.8,-,-,-,1019.1,1014.7,-,25.15,-
4843,20101201:0000,69,10.3,415,1.2,15.4,18.5,12.3,12.7,13.4,18.3,19.3,-,-,-,1025.6,1021.0,-,17.53,-
4843,20101202:0000,58,8.8,347,0.0,15.2,16.8,13.5,13.2,13.5,17.2,18.0,-,-,-,1023.9,1019.4,0.0,9.74,-
4843,20101203:0000,80,7.2,203,0.0,16.8,22.1,11.5,9.2,13.4,21.1,20.5,-,-,-,1021.0,1016.5,-,30.51,-
4843,20101204:0000,50,14.4,521,0.0,16.4,20.5,12.2,10.4,14.1,20.8,20.9,-,-,-,1017.8,1013.3,-,31.17,-
4843,20101205:0000,230,9.3,252,0.2,16.9,28.0,5.8,3.8,12.5,20.9,20.8,-,-,-,1008.3,1003.9,-,25.85,-
4843,20101206:0000,189,16.5,367,1.5,18.2,25.2,11.1,10.8,13.6,20.2,20.5,-,-,-,1008.3,1003.9,-,21.61,-
4843,20101207:0000,200,11.3,380,0.5,11.9,14.2,9.6,9.7,10.5,15.7,17.0,-,-,-,1017.8,1013.3,0.0,12.83,-
4843,20101208:0000,212,14.4,495,0.2,11.1,13.5,8.6,8.5,8.8,14.3,15.5,-,-,-,1022.8,1018.2,-,13.95,-
4843,20101209:0000,59,10.3,287,0.0,13.1,18.4,7.7,5.7,9.4,18.3,18.0,-,-,-,1019.3,1014.7,-,32.64,-
4843,20101210:0000,55,11.8,368,1.2,13.6,18.8,8.3,5.4,13.3,17.4,18.0,-,-,-,1004.7,1000.3,-,16.61,-
4843,20101211:0000,70,14.4,328,0.0,20.7,28.6,12.7,9.0,14.3,22.3,21.1,-,-,-,997.7,993.3,-,34.68,-
4843,20101212:0000,75,16.0,541,0.0,13.9,21.5,6.3,4.3,13.5,19.8,20.0,-,-,-,1013.3,1008.8,-,27.92,-
